SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-16-2023,Single Family Residential,839 Dunbrooke Ct,Frederick,MD,21701,565000,2,2,WORMANS MILL,2030,4634,1990,,278,265,Sold,,,https://www.redfin.com/MD/Frederick/839-Dunbrooke-Ct-21701/home/15221115,BRIGHT MLS,MDFR2034560,N,Y,39.4521911,-77.3881993
PAST SALE,June-16-2023,Single Family Residential,413 N Bentz St N,Frederick,MD,21701,480000,2,2.5,DOWNTOWN FREDERICK,1282,2970,1900,,374,,Sold,,,https://www.redfin.com/MD/Frederick/413-N-Bentz-St-21701/home/15231479,BRIGHT MLS,MDFR2034662,N,Y,39.419901,-77.4131668
PAST SALE,May-19-2023,Townhouse,842 N Market St,Frederick,MD,21701,509000,3,2,Frederick,2063,4356,1924,,247,,Sold,,,https://www.redfin.com/MD/Frederick/842-N-Market-St-21701/home/15227429,BRIGHT MLS,MDFR2033920,N,Y,39.425601,-77.4078796
PAST SALE,June-12-2023,Townhouse,49 Vienna Ct,Frederick,MD,21702,302000,3,2.5,WILLOWCREST,1280,2000,1978,,236,55,Sold,,,https://www.redfin.com/MD/Frederick/49-Vienna-Ct-21702/home/15227572,BRIGHT MLS,MDFR2034260,N,Y,39.4254577,-77.4507529
PAST SALE,June-20-2023,Townhouse,5164 Dartmoor Pl,Frederick,MD,21703,435000,4,3,WELLINGTON TRACE,2382,2880,1999,,183,68,Sold,,,https://www.redfin.com/MD/Frederick/5164-Dartmoor-Pl-21703/home/15247682,BRIGHT MLS,MDFR2034424,N,Y,39.3699439,-77.43716
PAST SALE,May-31-2023,Single Family Residential,2221 Dixon Rd,Frederick,MD,21704,1310000,3,3,HERITAGE HILLS,3133,1201820,2018,,418,,Sold,,,https://www.redfin.com/MD/Frederick/2221-Dixon-Rd-21704/home/17527668,BRIGHT MLS,MDFR2033184,N,Y,39.2992281,-77.35795
PAST SALE,August-17-2023,Townhouse,3009 Cloister Way,Frederick,MD,21701,495000,4,3.5,PARK PLACE AT MILL ISLAND,2992,2664,2006,,165,85,Sold,,,https://www.redfin.com/MD/Frederick/3009-Cloister-Way-21701/home/15179796,BRIGHT MLS,MDFR2036732,N,Y,39.4595788,-77.3859353
PAST SALE,September-18-2023,Single Family Residential,837 Foundry St,Frederick,MD,21701,786990,5,4,RENN QUARTER,4112,7326,2023,,191,80,Sold,,,https://www.redfin.com/MD/Frederick/837-Foundry-St-21701/home/178979492,BRIGHT MLS,MDFR2036514,N,Y,39.418283,-77.386746
PAST SALE,September-12-2023,Townhouse,9526 Hyde Pl #9526,Frederick,MD,21704,410000,3,2.5,VILLAGES OF URBANA,2000,,2007,,205,282,Sold,,,https://www.redfin.com/MD/Frederick/9526-Hyde-Pl-21704/unit-9526/home/187158303,BRIGHT MLS,MDFR2039228,N,Y,39.3343016,-77.3359093
PAST SALE,May-12-2023,Townhouse,7152 Oberlin Cir,Frederick,MD,21703,385000,4,2.5,STONEBRIDGE,1960,1720,1993,,196,98,Sold,,,https://www.redfin.com/MD/Frederick/7152-Oberlin-Cir-21703/home/15203686,BRIGHT MLS,MDFR2032592,N,Y,39.3836619,-77.4179716
PAST SALE,June-9-2023,Single Family Residential,1903 Wetterhorn Ct,Frederick,MD,21702,790000,5,5,CLOVER RIDGE,4843,7130,2018,,163,41,Sold,,,https://www.redfin.com/MD/Frederick/1903-Wetterhorn-Ct-21702/home/108435022,BRIGHT MLS,MDFR2034048,N,Y,39.464531,-77.421937
PAST SALE,May-19-2023,Single Family Residential,4715 Briggswood Ct,Frederick,MD,21703,545000,4,2.5,WEST FREDERICK HEIGHTS,1730,105415,1984,,315,,Sold,,,https://www.redfin.com/MD/Frederick/4715-Briggswood-Ct-21703/home/15216420,BRIGHT MLS,MDFR2034218,N,Y,39.36497,-77.4647072
PAST SALE,May-5-2023,Single Family Residential,5515 Woodlyn Rd,Frederick,MD,21703,700000,4,3.5,SKYLINE ESTATES,3485,47480,1972,,201,,Sold,,,https://www.redfin.com/MD/Frederick/5515-Woodlyn-Rd-21703/home/15214085,BRIGHT MLS,MDFR2031940,N,Y,39.3850068,-77.5101206
PAST SALE,May-8-2023,Single Family Residential,234 Shannonbrook Ln,Frederick,MD,21702,445000,4,3.5,TILGHMAN,2298,5473,2000,,194,30,Sold,,,https://www.redfin.com/MD/Frederick/234-Shannonbrook-Ln-21702/home/15218649,BRIGHT MLS,MDFR2033036,N,Y,39.4297998,-77.4637212
PAST SALE,May-16-2023,Single Family Residential,300 W South St,Frederick,MD,21701,475000,3,1.5,DOWNTOWN FREDERICK,2230,5130,1860,,213,,Sold,,,https://www.redfin.com/MD/Frederick/300-W-South-St-21701/home/15232306,BRIGHT MLS,MDFR2032564,N,Y,39.410775,-77.416952
PAST SALE,May-8-2023,Single Family Residential,176 W All Saints St,Frederick,MD,21701,351000,3,1,DOWNTOWN FREDERICK,1200,3140,1870,,293,,Sold,,,https://www.redfin.com/MD/Frederick/176-W-All-Saints-St-21701/home/15234593,BRIGHT MLS,MDFR2032770,N,Y,39.4118684,-77.4152156
PAST SALE,September-7-2023,Townhouse,8484 Hedwig Ln,Frederick,MD,21704,520000,3,3.5,TALLYN RIDGE,2392,2677,2018,,217,110,Sold,,,https://www.redfin.com/MD/Frederick/8484-Hedwig-Ln-21704/home/144921702,BRIGHT MLS,MDFR2037192,N,Y,39.3872422,-77.3713932
PAST SALE,June-8-2023,Townhouse,3005 Mill Island Pkwy,Frederick,MD,21701,700000,3,3.5,WORMANS MILL,4486,3916,2014,,156,112,Sold,,,https://www.redfin.com/MD/Frederick/3005-Mill-Island-Pkwy-21701/home/52918824,BRIGHT MLS,MDFR2033990,N,Y,39.4602012,-77.3804657
